,ProofType,Algorithm,CoinName,PC 1,PC 2,PC 3,class
HEX,PoW,Scrypt,HexCoin,-0.16147561657577875,-1.076206967468523,0.011938655028447752,1
DEI,PoW,Scrypt,Deimos,-0.15085383603569136,-1.076536611040282,0.011825042662869606,1
TPC,PoW/PoS,Scrypt,TPCash,-0.319363983251467,1.13514264006314,-0.16197528528218896,0
WEBC,PoW,CryptoNight-V7,Webchain,-0.13057955140278946,-2.2378279496098608,0.10754475270469492,1
RYO,PoW,Cryptonight-GPU,Ryo,-0.1708440114656867,-2.36978440020837,0.24358037920078665,1
URALS,PoW,XEVAN,Urals Coin,-0.059144686055119,-0.7145244914032174,0.03091242752158525,1
QWC,PoW,CryptoNight Heavy,Qwertycoin,3.2463939791178884,-2.3200545501156125,0.05778525632740775,1
BITN,PoW,CryptoNight,Bitcoin Nova,0.3158491957925208,-2.347846486776131,0.1341231790751639,1
ARE,PoS,X11,ARENON,-0.3270332659657205,0.9578219698925247,-0.10758514570965393,0
DACASH,PoW,X11,DACash,-0.20910302849350512,-0.9161536406044387,-0.00986854481150902,1
EUNO,PoW/PoS,X11,EUNO,-0.37420175728846783,1.2956431708293996,-0.18374503598681186,0
MMO,PoS,Scrypt,MMOCoin,-0.2762389281471987,0.7977120955088716,-0.08581923093691625,0
KETAN,PoS,PoS,Ketan,-0.32633384311440383,1.3764461431051953,-0.13119651252435025,0
PPAI,PoW,SHA-256,Project Pai,-0.10350882469165892,-1.3372527367398601,0.0564605621683391,1
XDNA,PoW/PoS,Keccak,XDNA,-0.3599594048534248,0.9428105071857192,-0.15444019423371322,0
PAXEX,PoS,X11,PAXEX,-0.326889504838292,0.957794910805229,-0.10758267084560108,0
AZART,PoW,X11,Azart,-0.20956372924021427,-0.91615173161732,-0.009861417259171175,1
AOP,PoW/PoS,Tribus,Averopay,-0.38715805884443893,0.9642019624049025,-0.08427150192235557,0
TSC,PoW/PoS,Scrypt,ThunderStake,-0.1805669697407109,1.1278318196014188,-0.1629265966659443,0
SPLB,PoW/PoS,NeoScrypt,SimpleBank,-0.34801489391960827,0.5806825706649722,-0.11119728702652541,0
KCASH,Zero-Knowledge Proof,SHA-512,Kcash,-0.37062130711255015,0.8121404669874266,0.018934402281281154,0
XCG,PoW,X16R,Xchange,-0.18440956162044309,-1.2959263017744103,0.09034187601505803,1
AAC,DPOS,ECC 256K1,Acute Angle Cloud,-0.2494987052849516,3.1251666813728964,-6.106209023886851,0
CRYP,PoW,Equihash,CrypticCoin,-0.05320138403754547,-2.1250383425788595,0.17954286455447174,1
BTXC,PoS,XEVAN,Bettex coin,-0.17829829886686785,1.1595263423486144,-0.06679770339355236,0
BRAZ,PoW,HMQ1725,Brazio,-0.14268068400997277,-2.3058716352619593,0.11767709038313179,1
ACM,PoW,Lyra2Z,Actinium,-0.08362680972346669,-1.916310855957757,0.08174180204055123,1
TWISTR,PoS,SHA-512,TWIST,-0.32937891675719166,0.9900801657689128,-0.033992633367283,0
BSV,PoW,SHA-256,Bitcoin SV,-0.14536187259084715,-1.3372160171803946,0.0571323495659666,1
DACH,PoS,Quark,DACH Coin,-0.35051285580726915,1.2653427003961146,-0.0432335436838244,0
AGM,PoW,PHI1612,Argoneum,-0.20288750502061997,-0.8101967005824312,0.051101153859540525,1
BITM,Pos,XEVAN,BitMoney,0.7854736506670619,1.0851586874056496,-0.029334744559503603,0
JMC,PoS,X11,Junson Ming Chan Coin,-0.10845428212353203,0.9653935116517222,-0.11247208154764422,0
FRED,PoW,CryptoNight,FREDEnergy,0.38567179512402905,-2.350477087608909,0.1334586784679338,1
HERB,PoW/PoS,Quark,HerbCoin,-0.3974053747866259,1.603158472069869,-0.11939694255856288,0
BBTC,PoW,Blake,BlakeBitcoin,-0.13723187834218922,-2.257210197104206,0.13576198145148072,1
UMO,PoW,Blake,Universal Molecule,-0.13685380225938648,-2.2572570116590014,0.1357641667067296,1
LIT,PoW,Blake,Lithium,-0.13726118629898634,-2.2572142154695056,0.1357631699687637,1
ELT,PoW,Blake,Electron,-0.0857210913600641,-2.2603999864129336,0.13549355136475447,1
PIRATE,PoS,Equihash,PirateCash,-0.28012194729213297,-0.24948309382802833,0.08331216674426456,1
EXO,PoW,Exosis,Exosis,-0.12557594510152478,-2.1828885262092568,-0.028050648576381332,1
BLTG,PoW,Scrypt,Block-Logic,-0.16032227788659453,-1.0762368652388254,0.01192527183917811,1
OWC,PoW/PoS,Scrypt,Oduwa,-0.32646403989565975,1.1355944314735928,-0.1619404384423046,0
BEAM,PoW,Equihash,Beam,-0.16080299686091884,-2.1235266648167306,0.18101832842896626,1
GALI,PoW/PoS,Quark,Galilel,-0.39788036756243983,1.6031669769798387,-0.11939075459109166,0
BTH,PoW,Equihash,Bithereum,-0.16264742927868006,-2.12342524076726,0.1810302114326922,1
CSPN,PoS,Quark,Crypto Sports,-0.3508520415029431,1.2653485336736925,-0.04322908233406254,0
CREDIT,PoW/PoS,Scrypt,Credit,0.6174682777439121,1.1149249887781794,-0.1735684433476774,0
SCRIBE,PoW,Lyra2REv2,Scribe Network,-0.1935808421177059,-1.5000045646324174,0.07824010378123904,1
SLC,PoW,QuBit,SLICE,-0.13739268932769513,-1.5631921024040716,0.025522986917678153,1
DASHP,PoS,X11,Dash Platinum,-0.32752992942458375,0.9578299670439421,-0.10757851636705498,0
NSD,PoW/PoS,Scrypt,Nasdacoin,-0.32592596876019103,1.1355681553524146,-0.16194449314387996,0
BEET,PoW/PoS,XEVAN,Beetle Coin,-0.21981025817112793,1.4972187829240233,-0.14302640492636357,0
TTN,PoW/PoS,SHA-256D,Titan Coin,-0.30640790038541926,1.9911099183141192,-0.2532264932777715,0
AWR,PoW/PoS,X11,Award,-0.37166880536763575,1.2954672386945845,-0.1837548476162854,0
BLAST,PoW,SHA-256,BLAST,-0.14460782635479774,-1.337220622523108,0.05712094657896194,1
XRC,PoW,X13,Bitcoin Rhodium,-0.11011223775323124,-0.3627461196903163,-0.015005924810700632,1
GLT,PoW,SHA-256,GlobalToken,-0.14342919486654312,-1.3372539919958046,0.05710776992982108,1
INSN,PoW/PoS,X11,Insane Coin,-0.37443835229991823,1.295649245663497,-0.1837422802048442,0
ALX,DPoS,DPoS,ALAX,3.865645524314921,1.8215631246535129,-0.6536035052039613,0
MPT,PoW,Ethash,Media Protocol Token,0.06876040447226585,-2.103127212861315,0.11551419319075637,1
LDOGE,PoW/PoS,Scrypt,LiteDoge,0.1264351661061641,1.1263174882595424,-0.16763325080758842,0
SLR,PoW,Scrypt,SolarCoin,0.5624725007057302,-1.1210321951030426,0.008165164178956394,1
TRK,PoW/PoS,X11,TruckCoin,-0.37187240379160375,1.2957590125379375,-0.1838033571452184,0
UFO,PoW,NeoScrypt,UFO Coin,-0.10483125025390683,-1.6312540490224852,0.061438516116451784,1
OC,PoW/PoS,Scrypt,OrangeCoin,-0.3252872223471491,1.1355076441311538,-0.16194410047534807,0
BLC,PoW,Blake,BlakeCoin,-0.08573128390570738,-2.260400337656576,0.13549377892323763,1
BITS,PoW/PoS,Scrypt,BitstarCoin,-0.32614492762150754,1.135581769786684,-0.1619433619684918,0
NEOS,PoS,SHA-256,NeosCoin,-0.2634074581077428,0.5367591753505192,-0.04058230768290239,0
HYPER,PoW/PoS,Scrypt,HyperCoin,-0.32668445793394935,1.135601775184506,-0.16193817014855297,0
PINK,PoW/PoS,X11,PinkCoin,-0.36571676447715695,1.2956154386151797,-0.1838776269852296,0
CESC,PoW,Scrypt,Crypto Escudo,-0.14434356994418837,-1.0763122618287804,0.011679694648022456,1
ADC,PoW/PoS,Scrypt,AudioCoin,-0.23688358304741444,1.1312266380176172,-0.16261668537854929,0
NKA,PoW/PoS,SHA-256,IncaKoin,-0.08096860969292463,0.8823690527106649,-0.12184642491614402,0
PIGGY,PoW/PoS,X11,Piggy Coin,-0.3612922027390698,1.2954122103121177,-0.18391324883670465,0
CRW,PoW,SHA-256,Crown Coin,-0.14514338998865378,-1.3372234275880532,0.05713012448270594,1
GEN,PoW/PoS,Scrypt,Genstake,-0.32593221591963445,1.1356170270011525,-0.1619530698586569,0
SMLY,PoW,Scrypt,SmileyCoin,0.5839177093804488,-1.0860746044937355,0.0016103113013180173,1
MI,PoW/PoS,Scrypt,XiaoMiCoin,-0.3187069965861529,1.1355921232517119,-0.16206574609276336,0
GRS,PoW,Groestl,Groestlcoin,-0.21068567093901122,-1.27969412385619,0.09476040101860521,1
CPC,PoW/PoS,X11,CapriCoin,-0.3708634982043282,1.2956458080698077,-0.18379960705493295,0
CLUB,PoW/PoS,Scrypt, ClubCoin,-0.32430725780753955,1.1355698707202768,-0.161971031998678,0
RADS,PoS,PoS,Radium,-0.32788621976995985,1.3765356392724326,-0.13118724484405866,0
BTA,PoW,Scrypt,Bata,-0.16155544023484314,-1.0761975494923677,0.01193827640541614,1
PAK,PoW,Scrypt,Pakcoin,-0.1594268657775931,-1.0762501156865534,0.011913112831657165,1
CRB,Proof of Trust,X11,Creditbit ,-0.3095604277334772,0.7166143181374905,-0.231400265876422,0
OK,PoW/PoS,SHA-256,OKCash,-0.30917083263840023,0.8745654827595619,-0.11676232593725294,0
LSK,DPoS,DPoS,Lisk,3.8482406907545084,1.821560977621264,-0.6533210458178197,0
XHI,PoS,Scrypt,HiCoin,-0.07833165296479569,0.7975967771967476,-0.08900621483848177,0
XWC,PoW/PoS,Scrypt,WhiteCoin,-0.3213846543118582,1.1355709894080235,-0.16201859694035187,0
FSC,PoW/PoS,NeoScrypt,FriendshipCoin,-0.34774211970798236,0.5806641062860305,-0.11119842919401536,0
J,PoW,Multiple,JoinCoin,-0.11042593827771423,-1.8748627911123046,0.07167835898629944,1
TRI,PoW/PoS,X13,Triangles Coin,-0.27529042498397255,1.8490493621209059,-0.18888089211595405,0
VOLLAR,PoW,Equihash+Scrypt,Vollar,-0.16690727403280817,-2.287505508349473,0.2841211673418588,1
TCR,PoW,Lyra2Z,TecraCoin,-0.08235065074984377,-1.9163565154573425,0.08172922707020877,1
GEX,PoW/PoS,PHI2,Gexan,-0.38841568561276685,2.0251706950916275,-0.23166305520137942,0
EOS,DPoS,DPoS,EOS,3.8585329066872642,1.8220294227027374,-0.6535710306809956,0
RCC,PoW,Ethash,Reality Clash,-0.13187615687695992,-2.102944689338403,0.11873347693480919,1
OXY,DPoS,DPoS,Oxycoin,3.8598301754266777,1.822074127667896,-0.6535999934658258,0
TCH,PoS,SHA-256,TigerCash,-0.24350536158066055,0.5367485529357684,-0.040902972499627266,0
LAX,PoW/PoS,Lyra2Z,LAPO,0.6290926049532499,0.2546555806617388,-0.09911128544296248,0
WAVES,LPoS,Leased POS,Waves,-0.282503146609635,3.27986481767479,20.772375575629404,3
PART,PoS,PoS,Particl,-0.3278193409797754,1.3765382042460066,-0.13118878419403038,0
SHARD,PoS,Scrypt,ShardCoin,-0.2725746096298068,0.7973830719171864,-0.08582019459944588,0
BTT,DPoS,TRC10,BitTorrent,35.49571948362251,1.782480606250716,-1.3488300525955321,2
ZILLA,DPoW,Equihash,ChainZilla,-0.34521202295380893,-1.646962830278784,0.40428607171142555,1
NXT,PoS/LPoS,PoS,Nxt,-0.2875589720317838,1.4375261995405286,-0.3862839804506059,0
ZEPH,DPoS,SHA-256,ZEPHYR,2.5650452259527623,0.7857414956083948,-0.3584707780361071,0
GAP,PoW/PoS,Scrypt,Gapcoin,-0.3247733639710549,1.1354897818804244,-0.16194925678402508,0
BDX,PoW,CryptoNight,Beldex,0.3251159544234452,-2.3478118668126347,0.1339668464370745,1
ZEN,PoW,Equihash,Horizen,-0.16294776970445302,-2.1234285578015557,0.1810356680093699,1
XBC,PoS,Scrypt,BitcoinPlus,-0.2795200027604866,0.7977832807777454,-0.08577869504674188,0
DVTC,PoW/PoS,Scrypt,DivotyCoin,-0.32579594559706093,1.135561253582533,-0.16194537489210586,0
